,uiLogName,variationPercentage,numberOfOccurrancesToBeDiscovered,motifLength,percentageMotifsOverLog,logLength,motifSpots,caseIds,motifsToBeDiscovered
266,LenLog_1_10_1_60_20_1_120000.csv,10,60,20,1,120000,"[118745, 116786, 115949, 114563, 113735, 112237, 107951, 104636, 102195, 98339, 96754, 95414, 93384, 92831, 88949, 88168, 81053, 80954, 79868, 79056, 78462, 77959, 76714, 74002, 70297, 70187, 68444, 68171, 67037, 65370, 65076, 64670, 63690, 62728, 60354, 58688, 55004, 54966, 54389, 53022, 52106, 50497, 46156, 43246, 42394, 40761, 38417, 32735, 32582, 26799, 24156, 19218, 19086, 17581, 17208, 7990, 7265, 3706, 3641, 1070]","[210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000, 210141714000000]",1
267,LenLog_1_20_1_60_20_1_120000.csv,20,60,20,1,120000,"[120231, 116383, 114837, 112435, 112152, 106014, 104867, 100705, 100599, 97913, 97569, 97083, 96682, 96188, 92957, 92168, 92101, 90159, 86735, 86578, 84440, 81812, 76601, 73602, 73383, 72603, 70189, 64670, 61538, 60628, 57876, 56374, 56124, 55851, 55467, 55236, 53490, 49735, 46575, 44508, 40660, 39983, 39602, 39484, 35991, 34679, 30680, 27907, 23134, 21336, 20761, 18086, 16609, 16071, 15064, 8622, 8525, 7662, 6780, 5702]","[1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000, 1009082203000000]",1
268,LenLog_1_10_1_60_25_1_150000.csv,10,60,25,1,150000,"[144344, 141494, 140280, 139838, 138227, 137490, 134871, 126101, 125687, 124599, 123525, 122636, 118149, 109252, 109090, 108864, 108608, 104147, 103544, 103278, 99850, 99422, 97166, 94753, 94401, 93252, 92955, 91620, 89169, 88011, 85172, 84106, 83772, 83352, 83293, 74722, 72651, 66730, 65238, 64470, 62100, 54310, 53859, 53578, 50782, 39627, 39458, 34801, 32472, 31794, 28819, 21654, 18204, 15366, 12093, 10208, 8178, 7372, 1768, 192]","[917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000, 917185036000000]",1
269,LenLog_1_20_1_60_25_1_150000.csv,20,60,25,1,150000,"[150231, 149153, 145314, 141291, 140289, 138216, 137801, 133709, 131996, 129973, 126454, 126044, 124353, 121968, 112681, 112156, 111429, 110138, 104146, 100460, 96682, 96106, 94998, 94534, 93191, 91911, 89394, 84154, 76882, 76678, 74689, 74576, 74091, 69343, 67303, 64036, 63119, 62148, 60292, 59845, 57465, 57318, 55809, 51100, 48943, 48568, 46498, 41652, 33675, 30728, 29989, 28915, 28392, 25914, 24212, 17829, 16690, 12355, 4867, 83]","[226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000, 226073151000000]",1
270,LenLog_1_10_1_60_5_2-5_12000.csv,10,60,5,2.5,12000,"[11901, 11818, 11570, 11549, 11402, 11312, 11290, 11089, 10762, 10470, 10341, 10094, 9860, 9643, 9588, 9104, 8899, 8111, 8041, 7704, 7217, 6666, 6549, 6474, 6369, 6180, 6036, 5975, 5668, 5642, 5240, 5211, 5125, 5077, 4846, 4739, 4678, 4511, 4445, 4351, 4302, 4286, 3960, 3869, 3828, 3713, 3612, 3607, 3181, 3153, 3036, 3029, 2171, 1953, 1756, 1436, 1244, 1113, 924, 227]","[519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000, 519040858000000]",1
271,LenLog_1_20_1_60_5_2-5_12000.csv,20,60,5,2.5,12000,"[12174, 11963, 11768, 11739, 11712, 11636, 11527, 11168, 10994, 10860, 10617, 10335, 10326, 9846, 9445, 9226, 9011, 8819, 8639, 8427, 8397, 8197, 7541, 7369, 7242, 6931, 6872, 6063, 5874, 5846, 5838, 5487, 5093, 5038, 4771, 4439, 4297, 3932, 3731, 3632, 3549, 3489, 3272, 3202, 3093, 3071, 2679, 2658, 2571, 2048, 2024, 1999, 1602, 1548, 1153, 1034, 759, 631, 148, 86]","[903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000, 903013754000000]",1
272,LenLog_1_10_1_60_10_2-5_24000.csv,10,60,10,2.5,24000,"[23976, 23370, 23334, 22749, 22216, 22181, 21902, 21617, 21233, 20849, 20367, 20146, 19941, 19917, 19755, 19703, 17992, 17067, 16770, 16279, 16264, 15768, 15636, 15470, 15255, 14962, 14405, 13843, 12670, 11948, 10698, 10556, 10135, 10036, 9653, 9007, 8948, 8726, 8304, 8065, 7239, 6926, 6804, 6440, 5871, 5325, 4811, 4449, 3939, 3439, 3088, 2821, 2753, 2486, 2136, 1233, 965, 655, 265, 57]","[615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000, 615083300000000]",1
273,LenLog_1_20_1_60_10_2-5_24000.csv,20,60,10,2.5,24000,"[24475, 24004, 23323, 23081, 23059, 21983, 21357, 20470, 20427, 20197, 19824, 19408, 19218, 18962, 18695, 17473, 16730, 16593, 16337, 16254, 15594, 15486, 14888, 14717, 14532, 14010, 12894, 12840, 11549, 10938, 10670, 10025, 9662, 9307, 9031, 8110, 8074, 7768, 7107, 6777, 6436, 6392, 4884, 4840, 4594, 4481, 4377, 4266, 4111, 4000, 3862, 3777, 3484, 3368, 3246, 3078, 2681, 2418, 2036, 754]","[304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000, 304014406000000]",1
274,LenLog_1_10_1_60_15_2-5_36000.csv,10,60,15,2.5,36000,"[34912, 34355, 33690, 32831, 32379, 31207, 31003, 30786, 30605, 29912, 29716, 29598, 29222, 28836, 28089, 27428, 27388, 26955, 25639, 24695, 21861, 21810, 21764, 21324, 20681, 20329, 20247, 19751, 19203, 18931, 18014, 17531, 17005, 16501, 15175, 14156, 13336, 13258, 12479, 12024, 11765, 10342, 8907, 8801, 8007, 7662, 7361, 5964, 5698, 5470, 4665, 4283, 3666, 3384, 3355, 2139, 2084, 1993, 1617, 1001]","[525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000, 525101822000000]",1
275,LenLog_1_20_1_60_15_2-5_36000.csv,20,60,15,2.5,36000,"[36099, 35985, 35931, 35842, 35737, 35396, 32994, 32406, 32315, 31355, 30571, 29196, 28745, 28594, 28490, 27533, 26430, 26271, 25922, 25308, 25017, 24058, 23846, 22371, 21882, 21263, 21090, 19744, 19159, 18672, 18634, 18455, 18364, 17908, 17820, 16555, 16508, 16131, 15906, 15068, 14388, 11528, 10529, 9369, 8462, 8349, 7531, 5943, 5367, 5167, 4390, 3945, 3629, 3033, 2485, 2392, 2208, 1639, 1275, 598]","[918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000, 918154845000000]",1
276,LenLog_1_10_1_60_20_2-5_48000.csv,10,60,20,2.5,48000,"[46434, 45737, 45688, 45152, 44579, 41833, 41805, 41550, 39186, 38404, 37656, 37340, 35126, 34831, 34601, 33797, 32470, 32366, 31089, 28461, 27129, 26957, 26531, 25830, 24945, 23325, 23202, 22481, 20468, 20185, 20143, 20048, 17847, 17793, 17716, 17695, 17203, 16471, 14692, 14325, 13367, 12441, 11186, 10046, 9359, 8941, 8361, 7270, 6955, 5719, 5640, 5294, 5113, 4855, 4533, 4112, 3885, 3817, 756, 612]","[714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000, 714035844000000]",1
277,LenLog_1_20_1_60_20_2-5_48000.csv,20,60,20,2.5,48000,"[49128, 48380, 47317, 45970, 45241, 44925, 44043, 43300, 42933, 42459, 42349, 39471, 39373, 38210, 37232, 35199, 33960, 33502, 31091, 30425, 29912, 28330, 27358, 26169, 25752, 25452, 24941, 24505, 24450, 23205, 23136, 19260, 18981, 18538, 18473, 17546, 16335, 15794, 14386, 13534, 12167, 12101, 11501, 10804, 9996, 9654, 8664, 8496, 6871, 6732, 4693, 4026, 3135, 2900, 2374, 1715, 1531, 671, 495, 227]","[127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000]",1
278,LenLog_1_10_1_60_25_2-5_60000.csv,10,60,25,2.5,60000,"[58153, 55938, 54840, 52436, 52328, 51721, 50736, 50539, 47919, 47135, 46729, 46483, 43085, 42420, 41539, 39594, 39080, 38243, 37525, 36925, 36808, 36030, 35811, 33771, 33542, 33196, 31894, 31371, 30647, 25955, 24617, 24058, 23795, 23629, 23036, 22652, 22324, 20314, 19486, 18789, 18636, 18231, 17882, 16813, 16672, 16585, 15603, 15284, 14967, 13069, 12841, 11698, 11044, 10058, 9402, 8323, 4975, 4720, 4159, 2687]","[706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000, 706231031000000]",1
279,LenLog_1_20_1_60_25_2-5_60000.csv,20,60,25,2.5,60000,"[60623, 59049, 56719, 52455, 52335, 50676, 50609, 50256, 49363, 49191, 47931, 47575, 46030, 45892, 45385, 45239, 40654, 40270, 38277, 37754, 37611, 36089, 35474, 35262, 32818, 32230, 31706, 31545, 30419, 28865, 25520, 24478, 24196, 20354, 19284, 18639, 18137, 15855, 11403, 10910, 10802, 9381, 8878, 8533, 8492, 8052, 7699, 7636, 6885, 5958, 5843, 5791, 5462, 4598, 4287, 4110, 2871, 2546, 1542, 278]","[127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000, 127025412000000]",1
280,LenLog_1_10_1_60_5_5_6000.csv,10,60,5,5,6000,"[5891, 5816, 5712, 5574, 5562, 5460, 5402, 5293, 5193, 5182, 5172, 5155, 5096, 5017, 4920, 4686, 4599, 4592, 4360, 4094, 4017, 3939, 3783, 3550, 3538, 3490, 3389, 3309, 3219, 3104, 3043, 2909, 2886, 2723, 2669, 2238, 2060, 1953, 1939, 1887, 1730, 1725, 1656, 1522, 1465, 1429, 1394, 1275, 1234, 1228, 1001, 877, 544, 461, 420, 388, 360, 268, 141, 124]","[301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000, 301080857000000]",1
281,LenLog_1_20_1_60_5_5_6000.csv,20,60,5,5,6000,"[6235, 6179, 6171, 5956, 5842, 5826, 5817, 5779, 5407, 5232, 5174, 5019, 4904, 4790, 4774, 4495, 4462, 4363, 4114, 3997, 3926, 3844, 3756, 3391, 3065, 2846, 2764, 2745, 2526, 2401, 2363, 2296, 2264, 2250, 2234, 2169, 2120, 2038, 1923, 1877, 1771, 1591, 1495, 1456, 1397, 1380, 1300, 979, 861, 794, 628, 534, 477, 442, 317, 262, 180, 93, 23, 5]","[910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000, 910004156000000]",1
282,LenLog_1_10_1_60_10_5_12000.csv,10,60,10,5,12000,"[11899, 11851, 11689, 11642, 11523, 11235, 11201, 10900, 10826, 10764, 10603, 10342, 10206, 10195, 10177, 10123, 10066, 10028, 9955, 9828, 9718, 9387, 9166, 9149, 9102, 9059, 9001, 8890, 8769, 7961, 7825, 7495, 7448, 7411, 7383, 6291, 6168, 6001, 5909, 5099, 4549, 4346, 4139, 3583, 3528, 3440, 2920, 2580, 2518, 2465, 2296, 1828, 1683, 1168, 1064, 918, 852, 629, 458, 152]","[905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000, 905211707000000]",1
283,LenLog_1_20_1_60_10_5_12000.csv,20,60,10,5,12000,"[12341, 12184, 12117, 11566, 11535, 11435, 11358, 11334, 11161, 10968, 10621, 10578, 9725, 9604, 9574, 9507, 9115, 9037, 8809, 8641, 8480, 8469, 8217, 8029, 8016, 7590, 7245, 7176, 7110, 6937, 6547, 6239, 6160, 5720, 5698, 5601, 5250, 4924, 4680, 4503, 3978, 3840, 2699, 2676, 2579, 2522, 2451, 2403, 2073, 1940, 1784, 1680, 1586, 1446, 1284, 981, 814, 448, 213, 133]","[703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000, 703173958000000]",1
284,LenLog_1_10_1_60_15_5_18000.csv,10,60,15,5,18000,"[17896, 17794, 17528, 17154, 17086, 17001, 16594, 15619, 15280, 14942, 14673, 14502, 14468, 14433, 14323, 14204, 14115, 13827, 13735, 13685, 13203, 12861, 12649, 12475, 11333, 10976, 10421, 10120, 9840, 9547, 9393, 9292, 8360, 7338, 7302, 6995, 6889, 6663, 5501, 5186, 4966, 4199, 4183, 4049, 3200, 3071, 2900, 2857, 2826, 1970, 1753, 1569, 1472, 1442, 1172, 751, 630, 340, 317, 110]","[918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000, 918051732000000]",1
